ID,Title En,Countries,Date,Nationality,Gender,Enquiry status,Staff,Local,Conflict Zone,Age,Media,Date resolution,dg_request,state_acknowledgements,state_response,País Título EN,country_Regional Group,Coordinates,Calc country code,calc_country,Conflict zone calc,year,month,case_category,resolved,impunity,government_responded,primary_region,resolution_days
3304,Mohamed Abdikarim Moallim Adam,SO,2015-07-26,Somali,Male,Ongoing/Unresolved,Staff,Local,True,,TV,,[],[],"[{'id': 52104, 'text_1': '2022', 'text_2': 'https://en.unesco.org/sites/default/files/somalia_safety_2022.pdf'}]",Somalia,Africa,"2.04, 45.34",SO,Mohamed Abdikarim Moallim Adam,Conflict Zone,2015,7,Unresolved,0,1,1,Africa,
3533,Liban Abdullahi Farah,SO,2013-07-07,Somali,Male,Ongoing/Unresolved,Staff,Local,True,,TV,,[],[],"[{'id': 52084, 'text_1': '2022', 'text_2': 'https://en.unesco.org/sites/default/files/somalia_safety_2022.pdf'}]",Somalia,Africa,"2.04, 45.34",SO,Liban Abdullahi Farah,Conflict Zone,2013,7,Unresolved,0,1,1,Africa,
3544,Mohamed Ibrahim Rageh,SO,2013-04-21,Somali,Male,Resolved,Staff,Local,True,,Radio,1970-01-01 00:00:00.000002017,[],[],[],Somalia,Africa,"2.04, 45.34",SO,Mohamed Ibrahim Rageh,Conflict Zone,2013,4,Resolved,1,0,0,Africa,-15816.0
3551,Mohammed Ali Nuxurkey,SO,2013-03-18,Somali,Male,Ongoing/Unresolved,Staff,Local,True,29.0,Radio,,[],[],"[{'id': 52113, 'text_1': '2022', 'text_2': 'https://en.unesco.org/sites/default/files/somalia_safety_2022.pdf'}]",Somalia,Africa,"2.04, 45.34",SO,Mohammed Ali Nuxurkey,Conflict Zone,2013,3,Unresolved,0,1,1,Africa,
3561,Abdihared Osman Adan,SO,2013-01-18,Somali,Male,Ongoing/Unresolved,Freelancer,Local,True,45.0,Radio,,[],[],"[{'id': 52036, 'text_1': '2022', 'text_2': 'https://en.unesco.org/sites/default/files/somalia_safety_2022.pdf'}]",Somalia,Africa,"2.04, 45.34",SO,Abdihared Osman Adan,Conflict Zone,2013,1,Unresolved,0,1,1,Africa,
3604,Abdisatar Daher Sabriye,SO,2012-09-20,Somali,Male,Ongoing/Unresolved,Staff,Local,True,,Radio,,[],[],"[{'id': 52046, 'text_1': '2022', 'text_2': 'https://en.unesco.org/sites/default/files/somalia_safety_2022.pdf'}]",Somalia,Africa,"2.04, 45.34",SO,Abdisatar Daher Sabriye,Conflict Zone,2012,9,Unresolved,0,1,1,Africa,
3650,Farhan James Abdulle,SO,2012-05-02,Somali,Male,Ongoing/Unresolved,Staff,Local,True,27.0,Radio,,[],[],"[{'id': 52077, 'text_1': '2022', 'text_2': 'https://en.unesco.org/sites/default/files/somalia_safety_2022.pdf'}]",Somalia,Africa,"2.04, 45.34",SO,Farhan James Abdulle,Conflict Zone,2012,5,Unresolved,0,1,1,Africa,
3663,Mahad Salad Adan,SO,2012-04-05,Somali,Male,Ongoing/Unresolved,Freelancer,Local,True,22.0,Radio,,[],[],"[{'id': 52087, 'text_1': '2022', 'text_2': 'https://en.unesco.org/sites/default/files/somalia_safety_2022.pdf'}]",Somalia,Africa,"2.04, 45.34",SO,Mahad Salad Adan,Conflict Zone,2012,4,Unresolved,0,1,1,Africa,
3674,Abukar Hassan Mohamoud,SO,2012-02-28,Somali,Male,Ongoing/Unresolved,Staff,Local,True,,Radio,,[],[],"[{'id': 52054, 'text_1': '2022', 'text_2': 'https://en.unesco.org/sites/default/files/somalia_safety_2022.pdf'}]",Somalia,Africa,"2.04, 45.34",SO,Abukar Hassan Mohamoud,Conflict Zone,2012,2,Unresolved,0,1,1,Africa,
3694,Abdisalan Sheik Hassan,SO,2011-12-18,Somali,Male,Ongoing/Unresolved,Freelancer,Local,True,,TV,,[],[],"[{'id': 52045, 'text_1': '2022', 'text_2': 'https://en.unesco.org/sites/default/files/somalia_safety_2022.pdf'}]",Somalia,Africa,"2.04, 45.34",SO,Abdisalan Sheik Hassan,Conflict Zone,2011,12,Unresolved,0,1,1,Africa,
3221,Abdullah Azizan,YE,2016-05-29,Yemeni,Male,No Information Received So Far,Staff,Local,True,,Online,,"[{'id': 53215, 'text_1': '2017', 'text_2': ''}, {'id': 53216, 'text_1': '2018', 'text_2': ''}, {'id': 53217, 'text_1': '2019', 'text_2': ''}, {'id': 53218, 'text_1': '2020', 'text_2': ''}, {'id': 53219, 'text_1': '2021', 'text_2': ''}, {'id': 53220, 'text_1': '2022', 'text_2': ''}, {'id': 53221, 'text_1': '2024', 'text_2': ''}]","[{'id': 53222, 'text_1': '2020', 'text_2': 'https://webarchive.unesco.org/web/20240310023605/https://fr.unesco.org/sites/default/files/yemen_safety_2020.pdf'}, {'id': 53223, 'text_1': '2021', 'text_2': ''}]",[],Yemen,Arab States,"12.8, 45.03",YE,Abdullah Azizan,Conflict Zone,2016,5,Unresolved,0,1,0,Arab States,
3241,Ahmed Al-Shaibani,YE,2016-02-16,Yemeni,Male,No Information Received So Far,Freelancer,Local,True,,TV,,"[{'id': 53239, 'text_1': '2017', 'text_2': ''}, {'id': 53240, 'text_1': '2018', 'text_2': ''}, {'id': 53241, 'text_1': '2019', 'text_2': ''}, {'id': 53242, 'text_1': '2020', 'text_2': ''}, {'id': 53243, 'text_1': '2021', 'text_2': ''}, {'id': 53244, 'text_1': '2022', 'text_2': ''}, {'id': 53245, 'text_1': '2024', 'text_2': ''}]","[{'id': 53246, 'text_1': '2020', 'text_2': 'https://webarchive.unesco.org/web/20240310023605/https://fr.unesco.org/sites/default/files/yemen_safety_2020.pdf'}, {'id': 53247, 'text_1': '2021', 'text_2': ''}]",[],Yemen,Arab States,"12.8, 45.03",YE,Ahmed Al-Shaibani,Conflict Zone,2016,2,Unresolved,0,1,0,Arab States,
3250,Hashem Al Hamran,YE,2016-01-22,Yemeni,Male,No Information Received So Far,Staff,Local,True,,TV,,"[{'id': 53297, 'text_1': '2017', 'text_2': ''}, {'id': 53298, 'text_1': '2018', 'text_2': ''}, {'id': 53299, 'text_1': '2019', 'text_2': ''}, {'id': 53300, 'text_1': '2020', 'text_2': ''}, {'id': 53301, 'text_1': '2021', 'text_2': ''}, {'id': 53302, 'text_1': '2022', 'text_2': ''}, {'id': 53303, 'text_1': '2024', 'text_2': ''}]","[{'id': 53304, 'text_1': '2020', 'text_2': 'https://webarchive.unesco.org/web/20240310023605/https://fr.unesco.org/sites/default/files/yemen_safety_2020.pdf'}, {'id': 53305, 'text_1': '2021', 'text_2': ''}]",[],Yemen,Arab States,"12.8, 45.03",YE,Hashem Al Hamran,Conflict Zone,2016,1,Unresolved,0,1,0,Arab States,
3322,Abdullah Kabil,YE,2015-05-20,Yemeni,Male,Ongoing/Unresolved,Staff,Local,True,,TV,,"[{'id': 53224, 'text_1': '2016', 'text_2': ''}, {'id': 53225, 'text_1': '2017', 'text_2': ''}, {'id': 53226, 'text_1': '2018', 'text_2': ''}, {'id': 53227, 'text_1': '2019', 'text_2': ''}, {'id': 53228, 'text_1': '2020', 'text_2': ''}, {'id': 53229, 'text_1': '2021', 'text_2': ''}, {'id': 53230, 'text_1': '2022', 'text_2': ''}, {'id': 53231, 'text_1': '2024', 'text_2': ''}]","[{'id': 53232, 'text_1': '2020', 'text_2': 'https://webarchive.unesco.org/web/20240310023605/https://fr.unesco.org/sites/default/files/yemen_safety_2020.pdf'}, {'id': 53233, 'text_1': '2021', 'text_2': ''}]","[{'id': 53234, 'text_1': '2024', 'text_2': 'https://unesdoc.unesco.org/ark:/48223/pf0000391729.locale=en'}]",Yemen,Arab States,"12.8, 45.03",YE,Abdullah Kabil,Conflict Zone,2015,5,Unresolved,0,1,1,Arab States,
3340,Hazzam Mohamed Zeid,YE,2015-04-20,Yemeni,Male,No Information Received So Far,Staff,Local,True,,TV,,"[{'id': 53306, 'text_1': '2016', 'text_2': ''}, {'id': 53307, 'text_1': '2017', 'text_2': ''}, {'id': 53308, 'text_1': '2018', 'text_2': ''}, {'id': 53309, 'text_1': '2019', 'text_2': ''}, {'id': 53310, 'text_1': '2020', 'text_2': ''}, {'id': 53311, 'text_1': '2021', 'text_2': ''}, {'id': 53312, 'text_1': '2022', 'text_2': ''}, {'id': 53313, 'text_1': '2024', 'text_2': ''}]","[{'id': 53314, 'text_1': '2020', 'text_2': 'https://webarchive.unesco.org/web/20240310023605/https://fr.unesco.org/sites/default/files/yemen_safety_2020.pdf'}, {'id': 53315, 'text_1': '2021', 'text_2': ''}]",[],Yemen,Arab States,"12.8, 45.03",YE,Hazzam Mohamed Zeid,Conflict Zone,2015,4,Unresolved,0,1,0,Arab States,
3341,Mohammed Rajah Shamsan,YE,2015-04-20,Yemeni,Male,No Information Received So Far,Staff,Local,True,,TV,,"[{'id': 53364, 'text_1': '2016', 'text_2': ''}, {'id': 53365, 'text_1': '2017', 'text_2': ''}, {'id': 53366, 'text_1': '2018', 'text_2': ''}, {'id': 53367, 'text_1': '2019', 'text_2': ''}, {'id': 53368, 'text_1': '2020', 'text_2': ''}, {'id': 53369, 'text_1': '2021', 'text_2': ''}, {'id': 53370, 'text_1': '2022', 'text_2': ''}, {'id': 53371, 'text_1': '2024', 'text_2': ''}]","[{'id': 53372, 'text_1': '2020', 'text_2': 'https://webarchive.unesco.org/web/20240310023605/https://fr.unesco.org/sites/default/files/yemen_safety_2020.pdf'}, {'id': 53373, 'text_1': '2021', 'text_2': ''}]",[],Yemen,Arab States,"12.8, 45.03",YE,Mohammed Rajah Shamsan,Conflict Zone,2015,4,Unresolved,0,1,0,Arab States,
3342,Monir Aklan,YE,2015-04-20,Yemeni,Male,No Information Received So Far,Staff,Local,True,,TV,,"[{'id': 53392, 'text_1': '2016', 'text_2': ''}, {'id': 53393, 'text_1': '2017', 'text_2': ''}, {'id': 53394, 'text_1': '2018', 'text_2': ''}, {'id': 53395, 'text_1': '2019', 'text_2': ''}, {'id': 53396, 'text_1': '2020', 'text_2': ''}, {'id': 53397, 'text_1': '2021', 'text_2': ''}, {'id': 53398, 'text_1': '2022', 'text_2': ''}, {'id': 53399, 'text_1': '2024', 'text_2': ''}]","[{'id': 53400, 'text_1': '2020', 'text_2': 'https://webarchive.unesco.org/web/20240310023605/https://fr.unesco.org/sites/default/files/yemen_safety_2020.pdf'}, {'id': 53401, 'text_1': '2021', 'text_2': ''}]",[],Yemen,Arab States,"12.8, 45.03",YE,Monir Aklan,Conflict Zone,2015,4,Unresolved,0,1,0,Arab States,
3349,Abdul Karim Mohammed al-Khaiwani,YE,2015-03-18,Yemeni,Male,No Information Received So Far,Freelancer,Local,True,,Print,,"[{'id': 53178, 'text_1': '2016', 'text_2': ''}, {'id': 53179, 'text_1': '2017', 'text_2': ''}, {'id': 53180, 'text_1': '2018', 'text_2': ''}, {'id': 53181, 'text_1': '2019', 'text_2': ''}, {'id': 53182, 'text_1': '2020', 'text_2': ''}, {'id': 53183, 'text_1': '2021', 'text_2': ''}, {'id': 53184, 'text_1': '2022', 'text_2': ''}, {'id': 53185, 'text_1': '2024', 'text_2': ''}]","[{'id': 53186, 'text_1': '2020', 'text_2': 'https://webarchive.unesco.org/web/20240310023605/https://fr.unesco.org/sites/default/files/yemen_safety_2020.pdf'}, {'id': 53187, 'text_1': '2021', 'text_2': ''}]",[],Yemen,Arab States,"12.8, 45.03",YE,Abdul Karim Mohammed al-Khaiwani,Conflict Zone,2015,3,Unresolved,0,1,0,Arab States,
3379,Khaled al-Washli,YE,2015-01-04,Yemeni,Male,No Information Received So Far,Staff,Local,True,37.0,TV,,"[{'id': 53336, 'text_1': '2017', 'text_2': ''}, {'id': 53337, 'text_1': '2018', 'text_2': ''}, {'id': 53338, 'text_1': '2019', 'text_2': ''}, {'id': 53339, 'text_1': '2020', 'text_2': ''}, {'id': 53340, 'text_1': '2021', 'text_2': ''}, {'id': 53341, 'text_1': '2022', 'text_2': ''}, {'id': 53342, 'text_1': '2024', 'text_2': ''}]","[{'id': 53343, 'text_1': '2020', 'text_2': 'https://webarchive.unesco.org/web/20240310023605/https://fr.unesco.org/sites/default/files/yemen_safety_2020.pdf'}, {'id': 53344, 'text_1': '2021', 'text_2': ''}]",[],Yemen,Arab States,"12.8, 45.03",YE,Khaled al-Washli,Conflict Zone,2015,1,Unresolved,0,1,0,Arab States,
3701,Abdel Hakim Al-Nour,YE,2011-10-04,Yemeni,Male,No Information Received So Far,Staff,Local,True,,TV,,"[{'id': 53152, 'text_1': '2013', 'text_2': ''}, {'id': 53153, 'text_1': '2014', 'text_2': ''}, {'id': 53154, 'text_1': '2015', 'text_2': ''}, {'id': 53155, 'text_1': '2016', 'text_2': ''}, {'id': 53156, 'text_1': '2017', 'text_2': ''}, {'id': 53157, 'text_1': '2018', 'text_2': ''}, {'id': 53158, 'text_1': '2019', 'text_2': ''}, {'id': 53159, 'text_1': '2020', 'text_2': ''}, {'id': 53160, 'text_1': '2021', 'text_2': ''}, {'id': 53161, 'text_1': '2022', 'text_2': ''}, {'id': 53162, 'text_1': '2024', 'text_2': ''}]","[{'id': 53163, 'text_1': '2020', 'text_2': 'https://webarchive.unesco.org/web/20240310023605/https://fr.unesco.org/sites/default/files/yemen_safety_2020.pdf'}, {'id': 53164, 'text_1': '2021', 'text_2': ''}]",[],Yemen,Arab States,"12.8, 45.03",YE,Abdel Hakim Al-Nour,Conflict Zone,2011,10,Unresolved,0,1,0,Arab States,
3222,Manuel Santiago Torres González,MX,2016-05-14,Mexican,Male,Ongoing/Unresolved,Staff,Local,False,,Online,,"[{'id': 50560, 'text_1': '2026', 'text_2': ''}]",[],"[{'id': 50561, 'text_1': '2018', 'text_2': 'https://en.unesco.org/sites/default/files/mexico_anexo_une00969.pdf'}, {'id': 50562, 'text_1': '2019', 'text_2': 'https://en.unesco.org/sites/default/files/mexico_safety_2019.pdf'}, {'id': 50563, 'text_1': '2020', 'text_2': 'https://fr.unesco.org/sites/default/files/mexico_safety_2020.pdf'}, {'id': 50564, 'text_1': '2021', 'text_2': 'https://en.unesco.org/sites/default/files/mexico_safety_ms_21.pdf'}, {'id': 50565, 'text_1': '2022', 'text_2': 'https://en.unesco.org/sites/default/files/mex_2022.pdf'}, {'id': 50566, 'text_1': '2026', 'text_2': ''}]",Mexico,Latin America and the Caribbean,"19.35, -99.14",MX,Manuel Santiago Torres González,Not a Conflict Zone,2016,5,Unresolved,0,1,1,Latin America and the Caribbean,
3303,Ruben Espinosa,MX,2015-08-01,Mexican,Male,Ongoing/Unresolved,Staff,Local,False,,Print,,"[{'id': 50727, 'text_1': '2026', 'text_2': ''}]",[],"[{'id': 50728, 'text_1': '2018', 'text_2': 'https://en.unesco.org/sites/default/files/mexico_anexo_une00969.pdf'}, {'id': 50729, 'text_1': '2019', 'text_2': 'https://en.unesco.org/sites/default/files/mexico_safety_2019.pdf'}, {'id': 50730, 'text_1': '2020', 'text_2': 'https://fr.unesco.org/sites/default/files/mexico_safety_2020.pdf'}, {'id': 50731, 'text_1': '2021', 'text_2': 'https://en.unesco.org/sites/default/files/mexico_safety_ms_21.pdf'}, {'id': 50732, 'text_1': '2022', 'text_2': 'https://en.unesco.org/sites/default/files/mex_2022.pdf'}, {'id': 50733, 'text_1': '2026', 'text_2': ''}]",Mexico,Latin America and the Caribbean,"19.35, -99.14",MX,Ruben Espinosa,Not a Conflict Zone,2015,8,Unresolved,0,1,1,Latin America and the Caribbean,
3309,Filadelfo Sánchez Sarmiento,MX,2015-07-02,Mexican,Male,Ongoing/Unresolved,Staff,Local,False,,Radio,,"[{'id': 50296, 'text_1': '2026', 'text_2': ''}]",[],"[{'id': 50297, 'text_1': '2018', 'text_2': 'https://en.unesco.org/sites/default/files/mexico_anexo_une00969.pdf'}, {'id': 50298, 'text_1': '2019', 'text_2': 'https://en.unesco.org/sites/default/files/mexico_safety_2019.pdf'}, {'id': 50299, 'text_1': '2020', 'text_2': 'https://fr.unesco.org/sites/default/files/mexico_safety_2020.pdf'}, {'id': 50300, 'text_1': '2021', 'text_2': 'https://en.unesco.org/sites/default/files/mexico_safety_ms_21.pdf'}, {'id': 50301, 'text_1': '2022', 'text_2': 'https://en.unesco.org/sites/default/files/mex_2022.pdf'}, {'id': 50302, 'text_1': '2026', 'text_2': ''}]",Mexico,Latin America and the Caribbean,"19.35, -99.14",MX,Filadelfo Sánchez Sarmiento,Not a Conflict Zone,2015,7,Unresolved,0,1,1,Latin America and the Caribbean,
3312,Gerardo Nieto Alvarez,MX,2015-06-26,Mexican,Male,Unresolved – Archived,Staff,Local,False,,Print,,[],[],"[{'id': 50338, 'text_1': '2016', 'text_2': ''}]",Mexico,Latin America and the Caribbean,"19.35, -99.14",MX,Gerardo Nieto Alvarez,Not a Conflict Zone,2015,6,Unresolved,0,1,1,Latin America and the Caribbean,
3390,Atilano Roman Tirado,MX,2014-11-10,Mexican,Male,Ongoing/Unresolved,Freelancer,Local,False,,Radio,,"[{'id': 50157, 'text_1': '2026', 'text_2': ''}]",[],"[{'id': 50158, 'text_1': '2015', 'text_2': 'https://en.unesco.org/sites/default/files/mexico_response_2015_01.pdf'}, {'id': 50159, 'text_1': '2016', 'text_2': 'https://en.unesco.org/sites/default/files/mexico_response_2016_2.pdf'}, {'id': 50160, 'text_1': '2018', 'text_2': 'https://en.unesco.org/sites/default/files/mexico_anexo_une00969.pdf'}, {'id': 50161, 'text_1': '2019', 'text_2': 'https://en.unesco.org/sites/default/files/mexico_safety_2019.pdf'}, {'id': 50162, 'text_1': '2021', 'text_2': 'https://en.unesco.org/sites/default/files/mexico_safety_ms_21.pdf'}, {'id': 50163, 'text_1': '2022', 'text_2': 'https://en.unesco.org/sites/default/files/mex_2022.pdf'}, {'id': 50164, 'text_1': '2026', 'text_2': ''}]",Mexico,Latin America and the Caribbean,"19.35, -99.14",MX,Atilano Roman Tirado,Not a Conflict Zone,2014,11,Unresolved,0,1,1,Latin America and the Caribbean,
3421,Nolberto Herrera Rodríguez,MX,2014-07-29,Mexican,Male,Unresolved – Archived,Staff,Local,False,,TV,,[],[],"[{'id': 50656, 'text_1': '2016', 'text_2': ''}]",Mexico,Latin America and the Caribbean,"19.35, -99.14",MX,Nolberto Herrera Rodríguez,Not a Conflict Zone,2014,7,Unresolved,0,1,1,Latin America and the Caribbean,
3469,Gregorio Jiménez de la Cruz,MX,2014-02-11,Mexican,Male,Ongoing/Unresolved,Staff,Local,False,,Print,,"[{'id': 50339, 'text_1': '2026', 'text_2': ''}]",[],"[{'id': 50340, 'text_1': '2015', 'text_2': 'https://en.unesco.org/sites/default/files/mexico_response_2015_01.pdf'}, {'id': 50341, 'text_1': '2016', 'text_2': 'https://en.unesco.org/sites/default/files/mexico_response_2016_2.pdf'}, {'id': 50342, 'text_1': '2018', 'text_2': 'https://en.unesco.org/sites/default/files/mexico_anexo_une00969.pdf'}, {'id': 50343, 'text_1': '2019', 'text_2': 'https://en.unesco.org/sites/default/files/mexico_safety_2019.pdf'}, {'id': 50344, 'text_1': '2020', 'text_2': 'https://fr.unesco.org/sites/default/files/mexico_safety_2020.pdf'}, {'id': 50345, 'text_1': '2022', 'text_2': 'https://en.unesco.org/sites/default/files/mex_2022.pdf'}, {'id': 50346, 'text_1': '2026', 'text_2': ''}]",Mexico,Latin America and the Caribbean,"19.35, -99.14",MX,Gregorio Jiménez de la Cruz,Not a Conflict Zone,2014,2,Unresolved,0,1,1,Latin America and the Caribbean,
3529,Alberto López Bello,MX,2013-07-17,Mexican,Male,Ongoing/Unresolved,Staff,Local,False,28.0,Print,,"[{'id': 50091, 'text_1': '2026', 'text_2': ''}]",[],"[{'id': 50092, 'text_1': '2016', 'text_2': ''}, {'id': 50093, 'text_1': '2018', 'text_2': 'https://en.unesco.org/sites/default/files/mexico_anexo_une00969.pdf'}, {'id': 50094, 'text_1': '2019', 'text_2': 'https://en.unesco.org/sites/default/files/mexico_safety_2019.pdf'}, {'id': 50095, 'text_1': '2020', 'text_2': 'https://fr.unesco.org/sites/default/files/mexico_safety_2020.pdf'}, {'id': 50096, 'text_1': '2022', 'text_2': 'https://en.unesco.org/sites/default/files/mex_2022.pdf'}, {'id': 50097, 'text_1': '2026', 'text_2': ''}]",Mexico,Latin America and the Caribbean,"19.35, -99.14",MX,Alberto López Bello,Not a Conflict Zone,2013,7,Unresolved,0,1,1,Latin America and the Caribbean,
3553,Jaime González Dominguez,MX,2013-03-03,Mexican,Male,Ongoing/Unresolved,Staff,Local,False,,Online,,"[{'id': 50407, 'text_1': '2026', 'text_2': ''}]",[],"[{'id': 50408, 'text_1': '2016', 'text_2': ''}, {'id': 50409, 'text_1': '2022', 'text_2': 'https://en.unesco.org/sites/default/files/mex_2022.pdf'}, {'id': 50410, 'text_1': '2018', 'text_2': 'https://en.unesco.org/sites/default/files/mexico_anexo_une00969.pdf'}, {'id': 50411, 'text_1': '2026', 'text_2': ''}]",Mexico,Latin America and the Caribbean,"19.35, -99.14",MX,Jaime González Dominguez,Not a Conflict Zone,2013,3,Unresolved,0,1,1,Latin America and the Caribbean,
3639,Marco Antonio Ávila García,MX,2012-05-18,Mexican,Male,Ongoing/Unresolved,Staff,Local,False,39.0,Print,,"[{'id': 50567, 'text_1': '2026', 'text_2': ''}]",[],"[{'id': 50568, 'text_1': '2016', 'text_2': ''}, {'id': 50569, 'text_1': '2018', 'text_2': 'https://en.unesco.org/sites/default/files/mexico_anexo_une00969.pdf'}, {'id': 50570, 'text_1': '2019', 'text_2': 'https://en.unesco.org/sites/default/files/mexico_safety_2019.pdf'}, {'id': 50571, 'text_1': '2020', 'text_2': 'https://fr.unesco.org/sites/default/files/mexico_safety_2020.pdf'}, {'id': 50572, 'text_1': '2022', 'text_2': 'https://en.unesco.org/sites/default/files/mex_2022.pdf'}, {'id': 50573, 'text_1': '2026', 'text_2': ''}]",Mexico,Latin America and the Caribbean,"19.35, -99.14",MX,Marco Antonio Ávila García,Not a Conflict Zone,2012,5,Unresolved,0,1,1,Latin America and the Caribbean,
3648,Gabriel Huge Córdova,MX,2012-05-03,Mexican,Male,Ongoing/Unresolved,Staff,Local,False,,Print,,"[{'id': 50325, 'text_1': '2026', 'text_2': ''}]",[],"[{'id': 50326, 'text_1': '2016', 'text_2': ''}, {'id': 50327, 'text_1': '2018', 'text_2': 'https://en.unesco.org/sites/default/files/mexico_anexo_une00969.pdf'}, {'id': 50328, 'text_1': '2019', 'text_2': 'https://en.unesco.org/sites/default/files/mexico_safety_2019.pdf'}, {'id': 50329, 'text_1': '2020', 'text_2': 'https://fr.unesco.org/sites/default/files/mexico_safety_2020.pdf'}, {'id': 50330, 'text_1': '2022', 'text_2': 'https://en.unesco.org/sites/default/files/mex_2022.pdf'}, {'id': 50331, 'text_1': '2026', 'text_2': ''}]",Mexico,Latin America and the Caribbean,"19.35, -99.14",MX,Gabriel Huge Córdova,Not a Conflict Zone,2012,5,Unresolved,0,1,1,Latin America and the Caribbean,
3651,Regina Martinez,MX,2012-04-28,Mexican,Female,Ongoing/Unresolved,Staff,Local,False,,Print,,"[{'id': 50694, 'text_1': '2026', 'text_2': ''}]",[],"[{'id': 50695, 'text_1': '2016', 'text_2': ''}, {'id': 50696, 'text_1': '2018', 'text_2': 'https://en.unesco.org/sites/default/files/mexico_anexo_une00969.pdf'}, {'id': 50697, 'text_1': '2019', 'text_2': 'https://en.unesco.org/sites/default/files/mexico_safety_2019.pdf'}, {'id': 50698, 'text_1': '2021', 'text_2': 'https://en.unesco.org/sites/default/files/mexico_safety_ms_21.pdf'}, {'id': 50699, 'text_1': '2022', 'text_2': 'https://en.unesco.org/sites/default/files/mex_2022.pdf'}, {'id': 50700, 'text_1': '2026', 'text_2': ''}]",Mexico,Latin America and the Caribbean,"19.35, -99.14",MX,Regina Martinez,Not a Conflict Zone,2012,4,Unresolved,0,1,1,Latin America and the Caribbean,
3510,Israr,IN,2013-09-07,Indian,Male,No Information Received So Far,Freelancer,Local,False,,Print,,[],[],[],India,Asia and the Pacific,"28.61, 77.21",IN,Israr,Not a Conflict Zone,2013,9,Unresolved,0,1,0,Asia and the Pacific,
3511,Rajesh Verma,IN,2013-09-07,Indian,Male,No Information Received So Far,Staff,Local,False,,TV,,[],[],[],India,Asia and the Pacific,"28.61, 77.21",IN,Rajesh Verma,Not a Conflict Zone,2013,9,Unresolved,0,1,0,Asia and the Pacific,
3514,Rakesh Sharma,IN,2013-08-25,Indian,Male,No Information Received So Far,Staff,Local,False,50.0,Print,,[],[],[],India,Asia and the Pacific,"28.61, 77.21",IN,Rakesh Sharma,Not a Conflict Zone,2013,8,Unresolved,0,1,0,Asia and the Pacific,
3599,Chaitali Santra,IN,2012-09-26,Indian,Female,No Information Received So Far,Freelancer,Local,False,,Print,,[],[],[],India,Asia and the Pacific,"28.61, 77.21",IN,Chaitali Santra,Not a Conflict Zone,2012,9,Unresolved,0,1,0,Asia and the Pacific,
3673,Rajesh Mishra,IN,2012-03-02,Indian,Male,No Information Received So Far,Staff,Local,False,,Print,,[],[],[],India,Asia and the Pacific,"28.61, 77.21",IN,Rajesh Mishra,Not a Conflict Zone,2012,3,Unresolved,0,1,0,Asia and the Pacific,
3680,Chandrika Rai,IN,2012-02-18,Indian,Male,No Information Received So Far,Freelancer,Local,False,,Print,,[],[],[],India,Asia and the Pacific,"28.61, 77.21",IN,Chandrika Rai,Not a Conflict Zone,2012,2,Unresolved,0,1,0,Asia and the Pacific,
3289,Aftab Alam,PK,2015-09-09,Pakistani,Male,No Information Received So Far,Staff,Local,True,,TV,,[],[],[],Pakistan,Asia and the Pacific,"33.7, 73.04",PK,Aftab Alam,Conflict Zone,2015,9,Unresolved,0,1,0,Asia and the Pacific,
3476,Khalid Khan,PK,2014-01-17,Pakistani,Male,No Information Received So Far,Staff,Local,True,,TV,,[],[],[],Pakistan,Asia and the Pacific,"33.7, 73.04",PK,Khalid Khan,Conflict Zone,2014,1,Unresolved,0,1,0,Asia and the Pacific,
3477,Waqas Aziz Khan,PK,2014-01-17,Pakistani,Male,No Information Received So Far,Staff,Local,True,,TV,,[],[],[],Pakistan,Asia and the Pacific,"33.7, 73.04",PK,Waqas Aziz Khan,Conflict Zone,2014,1,Unresolved,0,1,0,Asia and the Pacific,
3479,Zakir Ali (aka Shan Odhor),PK,2014-01-01,Pakistani,Male,Ongoing/Unresolved,Staff,Local,True,,TV,,[],[],[],Pakistan,Asia and the Pacific,"33.7, 73.04",PK,Zakir Ali (aka Shan Odhor),Conflict Zone,2014,1,Unresolved,0,1,0,Asia and the Pacific,
3505,Ayub Khan Khattak,PK,2013-10-12,Pakistani,Male,Resolved,Staff,Local,True,42.0,TV,1970-01-01 00:00:00.000002017,[],[],[],Pakistan,Asia and the Pacific,"33.7, 73.04",PK,Ayub Khan Khattak,Conflict Zone,2013,10,Resolved,1,0,0,Asia and the Pacific,-15990.0
3515,Haji Abdul Razzak Baloch,PK,2013-08-21,Pakistani,Male,No Information Received So Far,Staff,Local,True,,Print,,[],[],[],Pakistan,Asia and the Pacific,"33.7, 73.04",PK,Haji Abdul Razzak Baloch,Conflict Zone,2013,8,Unresolved,0,1,0,Asia and the Pacific,
3565,Mohammad Iqbal,PK,2013-01-10,Pakistani,Male,Ongoing/Unresolved,Staff,Local,True,,Print,,[],[],[],Pakistan,Asia and the Pacific,"33.7, 73.04",PK,Mohammad Iqbal,Conflict Zone,2013,1,Unresolved,0,1,0,Asia and the Pacific,
3583,Rehmatullah Abid,PK,2012-11-18,Pakistani,Male,Ongoing/Unresolved,Staff,Local,True,,TV,,[],[],[],Pakistan,Asia and the Pacific,"33.7, 73.04",PK,Rehmatullah Abid,Conflict Zone,2012,11,Unresolved,0,1,0,Asia and the Pacific,
